Method,User-Agent,host,content-type,url_domain,url_length,num_params,has_login,user_agent_length,content_type_length,has_suspicious_keywords,body_length,body_has_suspicious,param_entropy,num_param_names,body_special_char_count,requests_per_session,session_duration,mean_time_between_reqs,unique_endpoints,user_agent_changes,session_duration_z,session_duration_outlier,behavior_anomaly_score,behavioral_anomaly_flag,svm_anomaly_score,svm_anomaly_flag,true_label,predicted_label,top_features,top_feature_values
GET,PostmanRuntime/7.29.2,mueller.com,application/json,secure.example.com,34,0,0,21,16,0,109,0,0.0,0,12,3,269.08580549035173,1.9423974543365672,3,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.468;0.209;0.155
GET,PostmanRuntime/7.29.2,schneider-thornton.com,application/x-www-form-urlencoded,internal.local,44,1,0,21,33,1,347,1,0.9999983333361112,1,55,16,349.5443835589518,1.2684771024670427,20,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.855;-0.332;-0.287
GET,curl/7.68.0,example.com,application/x-www-form-urlencoded,chan.com,55,1,0,11,33,1,61,1,0.9999980000040001,1,20,1,191.17714650156452,13.59949910609409,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.659;-0.267;-0.191
GET,PostmanRuntime/7.29.2,example.com,application/x-www-form-urlencoded,secure.example.com,38,0,0,21,33,0,240,0,0.0,0,37,5,102.22653406365568,5.702722454778819,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.498;0.194;0.063
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,secure.example.com,application/x-www-form-urlencoded,jackson.com,36,1,0,84,33,0,249,0,0.9999975000062501,1,39,1,55.900590830565854,0.9260019475842786,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.737;-0.295;-0.294
GET,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/43.0.878.0 Safari/531.1",orr-jordan.com,multipart/form-data,api.example.com,30,0,0,103,19,1,140,0,0.0,0,16,5,210.46707956133136,15.193334035887954,1,5,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;mean_time_between_reqs,0.498;0.199;0.142
GET,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.850.0 Safari/534.2",example.com,application/x-www-form-urlencoded,internal.local,42,1,0,98,33,0,40,0,0.7142846938790088,1,17,2,11.332124325677364,4.015890171734962,5,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.779;-0.274;-0.250
GET,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6771-06-21 14:15:51 Firefox/3.6.14,swanson.biz,multipart/form-data,secure.example.com,38,0,0,83,19,0,102,0,0.0,0,12,74,391.5139533453616,0.6687596704884063,3,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.495;0.196;0.107
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),internal.local,application/json,morrison-costa.com,209,1,0,54,16,0,236,0,0.9999983333361112,1,52,1,5.0,5.867437359035199,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;url_length,-0.508;-0.235;0.190
POST,curl/7.68.0,internal.local,multipart/form-data,secure.example.com,38,0,0,11,19,0,88,0,0.0,0,12,2,306.87370643715553,1.9190975301441944,9,2,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.477;0.204;0.122
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,spencer.com,application/json,harrison.com,201,1,0,91,16,0,439,0,0.9999975000062501,1,74,3,105.68673043346406,1.3011224666583556,3,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.471;0.243;-0.201
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,application/x-www-form-urlencoded,secure.example.com,74,1,0,54,33,1,108,1,0.9999983333361112,1,25,3,331.4970532392006,3.0018935628672403,14,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.739;-0.284;-0.169
GET,PostmanRuntime/7.29.2,stewart.com,application/json,secure.example.com,33,0,0,21,16,1,382,1,0.0,0,85,6,119.20749156648324,19.588620252009893,2,2,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;mean_time_between_reqs,0.297;0.262;0.141
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,multipart/form-data,charles-thomas.biz,65,1,0,54,19,1,73,1,0.9999980000040001,1,22,57,49.98451261825269,1.647933476545102,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.706;-0.270;-0.169
DELETE,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),hodges.com,application/json,api.example.com,41,1,0,54,16,0,380,1,0.9999975000062501,1,86,3,130.6454571371484,6.023261810050204,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,body_special_char_count;num_params;param_entropy,0.769;-0.394;-0.198
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),harris.org,application/x-www-form-urlencoded,internal.local,41,1,0,54,33,0,41,0,0.9999980000040001,1,17,4,42.58788366502733,4.167544415099232,1,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.776;-0.346;-0.281
POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,example.com,application/x-www-form-urlencoded,example.com,26,0,0,84,33,0,407,1,0.0,0,85,4,51.16120855894345,16.76489382315961,10,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;mean_time_between_reqs,0.274;0.256;0.145
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,secure.example.com,application/x-www-form-urlencoded,internal.local,62,1,0,84,33,1,121,1,0.9999983333361112,1,39,3,65.48229900124215,9.079475655838076,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.720;-0.280;-0.198
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,application/json,secure.example.com,67,1,0,54,16,1,102,1,0.9999990000010001,1,23,16,349.8057449961828,0.5,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.728;-0.278;-0.171
POST,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),internal.local,multipart/form-data,internal.local,31,0,0,59,19,0,81,0,0.0,0,6,1,136.42831855665352,0.5168237948496226,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;requests_per_session;param_entropy,0.391;-0.270;0.174
PATCH,PostmanRuntime/7.29.2,allen.com,application/x-www-form-urlencoded,secure.example.com,67,1,0,21,33,1,262,1,0.9999990000010001,1,40,3,75.94786067957573,1.417687727864134,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.708;-0.289;-0.195
POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,secure.example.com,application/json,api.example.com,52,1,0,91,16,0,72,0,0.9999980000040001,1,13,6,104.0078557648618,5.1351641699073705,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.666;-0.292;-0.202
GET,curl/7.68.0,internal.local,multipart/form-data,example.com,38,1,0,11,19,0,79,0,0.9999983333361112,1,33,6,25.4565654202746,37.20689100238617,9,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.806;-0.366;-0.254
GET,PostmanRuntime/7.29.2,example.com,application/x-www-form-urlencoded,example.com,27,0,0,21,33,0,470,1,0.0,0,62,63,28.82588729436728,2.0089660416725845,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;body_special_char_count,0.360;0.142;0.093
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,multipart/form-data,secure.example.com,41,1,0,54,19,0,70,0,0.9999980000040001,1,9,2,14.499478717545257,14.204310474996674,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.708;-0.360;-0.324
GET,curl/7.68.0,perkins.com,application/x-www-form-urlencoded,example.com,27,0,0,11,33,0,369,1,0.0,0,85,16,142.3656065023922,3.3405902841974413,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.294;0.261;0.134
DELETE,curl/7.68.0,example.com,application/json,api.example.com,53,1,0,11,16,0,248,0,0.9999983333361112,1,38,2,62.47657575867204,2.8344530191092416,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.655;-0.300;-0.188
GET,PostmanRuntime/7.29.2,secure.example.com,application/x-www-form-urlencoded,api.example.com,39,1,0,21,33,0,237,0,0.9999983333361112,1,37,3,82.21225146049798,2.612682067068854,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.815;-0.358;-0.272
GET,curl/7.68.0,internal.local,application/x-www-form-urlencoded,example.com,66,1,0,11,33,1,155,1,0.9999980000040001,1,49,2,141.36420956273528,1.8886122254386355,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.750;-0.296;-0.175
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,multipart/form-data,internal.local,58,1,0,54,19,1,261,1,0.9999980000040001,1,40,18,123.55447742478384,12.72979547028699,2,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.777;-0.298;-0.219
GET,PostmanRuntime/7.29.2,johnson.biz,application/x-www-form-urlencoded,internal.local,58,1,0,21,33,1,63,1,0.9999980000040001,1,12,6,14.477868183152216,4.168433450001909,6,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.627;-0.293;-0.233
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,wilson-bell.org,application/json,example.com,31,0,0,91,16,0,180,0,0.0,0,23,15,49.24625972606722,21.18813449516265,8,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;mean_time_between_reqs,0.465;0.188;0.132
POST,PostmanRuntime/7.29.2,internal.local,application/x-www-form-urlencoded,internal.local,57,1,0,21,33,1,66,1,0.9999975000062501,1,21,1,111.13900390675572,5.953792568048637,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.660;-0.240;-0.192
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,application/x-www-form-urlencoded,internal.local,52,1,0,54,33,0,253,0,0.9999983333361112,1,38,9,128.3671906778386,16.264631744388595,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.758;-0.314;-0.191
POST,PostmanRuntime/7.29.2,secure.example.com,multipart/form-data,internal.local,36,1,0,21,19,0,26,0,0.9999975000062501,1,6,4,12.577409031992666,1.5400915249330571,1,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.673;-0.356;-0.285
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,example.com,multipart/form-data,secure.example.com,38,0,0,84,19,0,426,0,0.0,0,62,4,10.434324857657828,1.516911821134321,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;body_special_char_count,0.343;0.146;0.098
POST,curl/7.68.0,secure.example.com,multipart/form-data,internal.local,60,1,0,11,19,1,385,1,0.9999975000062501,1,63,75,26.62532677363549,3.300842417339159,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;url_length;param_entropy,-0.643;-0.230;-0.228
POST,PostmanRuntime/7.29.2,internal.local,application/json,example.com,26,0,0,21,16,1,354,1,0.0,0,84,3,116.48067109593389,18.813410711255926,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;mean_time_between_reqs,0.291;0.272;0.138
GET,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.1),roberts.org,application/json,api.example.com,30,0,0,63,16,0,161,0,0.0,0,23,14,44.50084612629734,16.25558537035105,4,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;mean_time_between_reqs,0.467;0.188;0.144
PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,api.example.com,multipart/form-data,example.com,31,0,0,91,19,0,351,1,0.0,0,83,2,211.12651354804507,15.192707436362998,1,2,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.324;0.271;0.150
GET,curl/7.68.0,internal.local,application/json,juarez.com,47,1,0,11,16,0,249,0,0.9999980000040001,1,38,1,68.6312522016094,3.6506719737605087,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.640;-0.271;-0.265
PUT,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,secure.example.com,application/json,api.example.com,52,1,0,84,16,0,121,0,0.9999980000040001,1,37,5,126.67962509716772,0.7787343081434905,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.701;-0.307;-0.165
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,api.example.com,multipart/form-data,example.com,55,1,0,84,19,1,92,1,0.9999980000040001,1,27,5,24.103846762704556,17.752176759393077,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.747;-0.293;-0.191
GET,PostmanRuntime/7.29.2,example.com,application/json,api.example.com,27,0,0,21,16,0,349,1,0.0,0,84,7,29.86758755629763,8.100860862952533,3,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;param_entropy,0.277;0.254;0.136
POST,Mozilla/5.0 (Windows 95; bhb-IN; rv:1.9.0.20) Gecko/2550-06-20 12:54:38 Firefox/3.8,api.example.com,application/x-www-form-urlencoded,internal.local,39,1,0,83,33,0,243,0,0.9999975000062501,1,39,2,17.698443311518655,5.159491863309801,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.818;-0.349;-0.294
GET,curl/7.68.0,stark.com,multipart/form-data,internal.local,41,1,0,11,19,0,58,0,0.9999983333361112,1,23,4,192.2281863363432,1.4595078372957255,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.818;-0.368;-0.266
GET,curl/7.68.0,example.com,application/x-www-form-urlencoded,internal.local,52,1,0,11,33,0,84,0,0.9999983333361112,1,10,5,245.0103249838236,10.926906685895537,13,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.669;-0.336;-0.198
GET,PostmanRuntime/7.29.2,secure.example.com,application/x-www-form-urlencoded,willis.com,65,1,0,21,33,1,274,1,0.9999980000040001,1,44,7,248.21952278948703,14.385244794066116,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.774;-0.294;-0.188
GET,PostmanRuntime/7.29.2,secure.example.com,application/json,api.example.com,60,1,0,21,16,1,91,1,0.9999983333361112,1,12,4,313.1347632884699,1.72776177223303,1,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.718;-0.283;-0.218
GET,curl/7.68.0,secure.example.com,multipart/form-data,api.example.com,51,1,0,11,19,0,250,0,0.9999975000062501,1,38,1,121.22519762937236,23.28553111444812,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.674;-0.243;-0.189
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,application/json,secure.example.com,33,0,0,54,16,0,376,1,0.0,0,87,5,344.69615181527763,64.17216663244457,6,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.308;0.260;0.136
PATCH,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,internal.local,application/json,rogers-jones.info,63,1,0,91,16,1,170,1,0.7142846938790088,1,26,3,11.118257538696716,5.589972317559085,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.664;-0.220;-0.166
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,example.com,application/json,ward-everett.biz,68,1,0,91,16,1,58,1,0.9999950000249999,1,13,1,45.91539464456447,46.24926825324874,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.564;-0.210;-0.205
GET,curl/7.68.0,dixon.biz,multipart/form-data,secure.example.com,35,0,0,11,19,0,406,1,0.0,0,62,1,18.100264807275448,9.14790059961395,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;requests_per_session;param_entropy,0.326;-0.268;0.125
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,api.example.com,application/x-www-form-urlencoded,secure.example.com,62,1,0,91,33,1,60,1,0.9999950000249999,1,11,3,89.62371655511964,4.602166527479442,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.684;-0.243;-0.195
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),mccoy.com,application/x-www-form-urlencoded,lewis.com,38,1,0,54,33,1,241,1,0.9999980000040001,1,38,5,231.856920788066,4.2934471027853744,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.885;-0.381;-0.290
GET,curl/7.68.0,example.com,multipart/form-data,internal.local,69,1,0,11,19,1,272,1,0.9999980000040001,1,44,5,7.112481936547051,16.930620320925957,3,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.727;-0.274;-0.189
PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,internal.local,application/json,secure.example.com,209,1,0,91,16,0,209,0,0.9999983333361112,1,43,3,5.0,47.44415527598967,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.619;-0.272;-0.145
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,application/json,api.example.com,51,1,0,54,16,0,40,0,0.9999975000062501,1,7,1,97.13357619134813,0.5,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.558;-0.248;-0.205
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),secure.example.com,application/json,internal.local,40,1,0,54,16,0,340,0,0.9999975000062501,1,57,21,159.51649098300507,4.183585588892939,9,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.791;-0.373;-0.281
PUT,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),secure.example.com,application/x-www-form-urlencoded,example.com,48,1,0,54,33,0,121,0,0.9999980000040001,1,37,1,25.18000075698812,3.90197644664549,6,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.663;-0.260;-0.235
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,example.com,application/x-www-form-urlencoded,example.com,56,1,0,84,33,1,86,1,0.9999983333361112,1,23,20,36.16938329678767,4.048090785115863,2,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.724;-0.291;-0.191
GET,PostmanRuntime/7.29.2,secure.example.com,application/x-www-form-urlencoded,sanchez-anderson.com,65,1,0,21,33,1,58,1,0.9999983333361112,1,21,71,123.7429853358984,8.43298478560861,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.733;-0.271;-0.172
PATCH,curl/7.68.0,golden.biz,application/json,internal.local,38,1,0,11,16,0,235,0,0.9999983333361112,1,37,67,40.74101491174639,34.6391085568673,1,5,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.781;-0.355;-0.257
GET,Opera/8.39.(X11; Linux i686; fo-FO) Presto/2.9.185 Version/11.00,example.com,application/json,api.example.com,30,0,0,64,16,1,539,0,0.0,0,77,5,292.1450914309029,13.517095422580232,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.270;0.204;0.123
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,internal.local,multipart/form-data,internal.local,58,1,0,84,19,1,135,1,0.9999980000040001,1,41,3,207.5812679698331,2.4331911971352693,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.774;-0.320;-0.200
PUT,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),estrada.info,application/x-www-form-urlencoded,smith.com,37,1,0,54,33,1,60,1,0.9999975000062501,1,22,3,30.317241687133464,9.051813916560846,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.793;-0.346;-0.277
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,example.com,application/json,secure.example.com,38,0,0,84,16,0,113,0,0.0,0,9,15,1085.5250675208051,17.88732327632221,4,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;mean_time_between_reqs,0.463;0.205;0.144
GET,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_6; rv:1.9.6.20) Gecko/7257-12-31 03:31:07 Firefox/14.0,example.com,multipart/form-data,internal.local,31,0,0,96,19,0,138,0,0.0,0,13,14,57.15671085457896,6.221380134814894,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;body_special_char_count,0.451;0.188;-0.098
PUT,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,multipart/form-data,internal.local,42,1,0,54,19,1,61,1,0.9999975000062501,1,22,4,35.35798326040521,12.19950899073904,8,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.785;-0.304;-0.276
GET,Opera/8.18.(Windows NT 4.0; raj-IN) Presto/2.9.187 Version/12.00,internal.local,application/x-www-form-urlencoded,internal.local,26,0,0,64,33,0,132,1,0.0,0,15,1,249.16180006240072,38.9290747849227,9,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;requests_per_session;param_entropy,0.449;-0.282;0.178
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,application/x-www-form-urlencoded,wagner-jackson.com,64,1,0,54,33,1,115,1,0.7142846938790088,1,35,5,127.2486559712868,10.518300126118971,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.740;-0.239;-0.170
POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,internal.local,application/x-www-form-urlencoded,example.com,26,0,0,91,33,0,420,1,0.0,0,59,60,41.57706581542178,0.6258032962760001,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;body_special_char_count,0.370;0.164;0.068
POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,williamson-brennan.org,multipart/form-data,example.com,26,0,0,91,19,0,341,1,0.0,0,84,58,270.8005937673915,6.378263814685559,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.322;0.272;0.150
POST,PostmanRuntime/7.29.2,api.example.com,multipart/form-data,example.com,56,1,0,21,19,1,86,1,0.9999983333361112,1,17,3,75.56232286697528,12.703053373647435,7,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.738;-0.301;-0.190
GET,curl/7.68.0,secure.example.com,multipart/form-data,internal.local,48,1,0,11,19,0,40,0,0.9999950000249999,1,7,3,196.0839515025473,11.866107339410997,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.739;-0.323;-0.262
GET,PostmanRuntime/7.29.2,example.com,multipart/form-data,api.example.com,30,0,0,21,19,0,835,1,0.0,0,118,3,49.335099743316334,52.43085084616589,1,2,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.313;0.280;0.138
POST,curl/7.68.0,internal.local,application/x-www-form-urlencoded,secure.example.com,33,0,0,11,33,1,320,1,0.0,0,83,3,30.447337651480677,11.769361162763472,1,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.303;0.274;0.141
GET,curl/7.68.0,example.com,application/x-www-form-urlencoded,sanchez-campbell.info,65,1,0,11,33,1,58,1,0.9999980000040001,1,18,3,69.69756945811915,1.528533060105543,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.672;-0.275;-0.170
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,application/x-www-form-urlencoded,api.example.com,39,1,0,54,33,0,239,0,0.9999983333361112,1,37,1,15.571395179368512,20.6680220029676,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.756;-0.304;-0.273
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,internal.local,application/json,api.example.com,60,1,0,84,16,1,378,1,0.9999983333361112,1,65,12,80.84356748112106,14.894900454560704,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;url_length;param_entropy,-0.601;-0.289;-0.231
GET,PostmanRuntime/7.29.2,api.example.com,application/x-www-form-urlencoded,api.example.com,30,0,0,21,33,1,399,1,0.0,0,60,4,5.0,12.564260876985315,11,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;url_length,0.376;0.165;0.072
PUT,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.25.1 (KHTML, like Gecko) Version/4.0 Safari/532.25.1",ward.com,application/json,example.com,23,0,0,109,16,0,408,0,0.0,0,51,1,45.66325231136782,29.180085953650124,7,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;requests_per_session;mean_time_between_reqs,0.371;-0.257;0.157
